text,label
"Sweet lassi prepared mild and cooling with mint, sweet, or coconut. Light, fennel, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Cucumber soup prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. A",Pitta
"Sweet lassi prepared mild and cooling with mint, sweet, or coconut. Light, fennel, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Quinoa salad with lemon made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings",Kapha
"and energizing, pepper, and lemon. Warming, dry, Sauteed spinach garlic (dry) made light and lively with ginger, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mor",Kapha
"Blueberry smoothie prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoo",Pitta
"Semolina halwa served warm with gentle spices and a touch of natural sweetness. Soft, soothes roughness, and comforting, it grounds restlessness, moist, and supports smooth digestion—ideal for cool breezes or busy, scatt",Vata
"Moong dal soup served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, scatter, and supports smooth digestion—ideal for cool breezes or busy",Vata
"Carrot ginger soup served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or bus",Vata
"Cilantro lime rice prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Coconut-lime lassi prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot after",Pitta
"Pear compote prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. Cl",Pitta
"Rasam with cumin made light and lively with ginger, light-dry, and lemon. Warming, pepper, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Stewed apples with cinnamon served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or",Vata
"Turnip soup made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Great",Kapha
"Moong dal soup served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, and supports smooth digestion—ideal for cool breezes or busy, soothes dryness, it grounds restlessness, s",Vata
"Bitter gourd stir-fry made light and lively with ginger, pepper, and lemon. Warming, light-dry, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., it cuts sluggishness and dampness, awakens appetite, and en",Kapha
"Roasted cauliflower made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., it cuts heaviness and dampness, awakens appetite, and energizing",Kapha
"Turmeric coconut milk (mild) prepared mild and cooling with mint, fennel, or coconut. Light, pleasant, settling irritability while staying easy to digest, it eases inner fire and intensity, and refreshing, perfect for ho",Pitta
"Stewed apples with cinnamon served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or",Vata
"and refreshing, fennel, or coconut. Light, sweet, Fennel tea prepared mild and cooling with mint, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Soft chapati with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Creamy lentil dal served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, and supports smooth digestion—ideal for cool breezes or busy, soothes dryness, it grounds restlessness, scat",Vata
"Semolina halwa served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Mung bean sprout salad (mild) prepared mild and soothing-cool with mint, fennel, or coconut. Light, perfect for hot, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, sweet",Pitta
"Coconut-lime lassi prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Spiced vegetable soup made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"moist, Root vegetable stew served warm with gentle spices and a touch of natural sweetness. Soft, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sc",Vata
"Carrot ginger soup served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Black pepper rasam made light and lively with ginger, pepper, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., light-dry, and energizing, it cuts dullness and dampness, awakens appetite, and lemon. Warmin",Kapha
"Rice pudding with cardamom served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool",Vata
"Roasted beet soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Millet khichdi served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Millet upma (dry) made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Quinoa porridge served warm with gentle spices and a touch of natural sweetness. Soft, moist, it grounds restlessness, and comforting, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatte",Vata
"Spiced carrot mash served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or bus",Vata
"and energizing, pepper, and lemon. Warming, non-oily, Roasted squash seeds made airy and lively with ginger, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Roasted cauliflower made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Mint lemonade prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"fennel, Mint coriander chutney prepared mild and cooling with mint, or coconut. Light, pleasant, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afterno",Pitta
"Coconut rice porridge served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Warm pear compote served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, and supports smooth digestion—ideal for cool breezes or busy, soothes roughness, sc",Vata
"Black pepper rasam made light and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Spiced carrot mash served warm with gentle spices and a touch of natural sweetness. Soft, it grounds restlessness, and comforting, moist, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Coconut curry prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoon",Pitta
"Spiced vegetable soup made light and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow morn",Kapha
"Soft tofu scramble served warm with gentle spices and a touch of natural sweetness. Soft, moist, and supports smooth digestion—ideal for cool breezes or busy, it grounds restlessness, soothes dryness, and comforting, sca",Vata
"Ginger tea with lemon made light and lively with ginger, pepper, and lemon. Warming, and energizing, dry, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Tahini soft-sweet rice served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Creamy lentil dal served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Roasted pumpkin seeds made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Saffron rice prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Kale and carrot saute made unheavy and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mo",Kapha
"Soft chapati with ghee served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Semolina halwa served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"it cuts heaviness and dampness, pepper, and lemon. Warming, dry, and energizing, Kale and carrot saute made unheavy and lively with ginger, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings",Kapha
"Kitchari with mung dal served cozy with gentle spices and a touch of natural sweetness. Soft, soothes dryness, and comforting, it grounds restlessness, moist, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Spiced carrot mash served warm with gentle spices and a touch of natural sweetness. Soft, moist, it grounds restlessness, and comforting, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Bitter gourd stir-fry made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"it grounds restlessness, moist, and comforting, Oatmeal with raisins served warm with gentle spices and a touch of natural sweetness. Soft, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Kitchari with mung dal served warm with gentle spices and a touch of natural sweetness. Soft, and supports smooth digestion—ideal for cool breezes or busy, and comforting, it grounds restlessness, soothes dryness, moist, ",Vata
"and lemon. Warming, pepper, Chili-lime cucumber (light) made light and lively with ginger, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow morn",Kapha
"Rice pudding with cardamom served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or",Vata
"Black pepper rasam made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Wa",Kapha
"Warm pear compote served warm with gentle spices and a touch of natural sweetness. Soft, and supports smooth digestion—ideal for cool breezes or busy, and comforting, it grounds restlessness, soothes dryness, moist, scat",Vata
"Millet khichdi served comforting with gentle spices and a touch of natural sweetness. Soft, soothes dryness, and comforting, it grounds restlessness, moist, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"it grounds restlessness, moist, and comforting, Mashed yams with ghee served warm with gentle spices and a touch of natural sweetness. Soft, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, ",Vata
"Millet khichdi served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Black pepper rasam made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Grea",Kapha
"Fennel tea prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Pomegranate juice prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoon",Pitta
"Cardamom banana mash served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, s, and supports smooth digestion—ideal for cool breezes or busy, soothes dryness",Vata
"Coconut-lime lassi prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Roasted cauliflower made light and lively with ginger, pepper, and lemon. Warming, non-oily, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., it cuts dullness and dampness, awakens appetite, and energizing",Kapha
"Cucumber soup prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. A ge",Pitta
"Saffron rice prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. A",Pitta
"Cabbage stir-fry made light and lively with ginger, pepper, and lemon. Warming, and energizing, light-dry, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"and lemon. Warming, pepper, Chili-lime cucumber (light) made light and lively with ginger, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow morn",Kapha
"Sweet lassi prepared mild and refreshing with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Cucumber raita prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Quinoa salad with lemon made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings",Kapha
"Aloe vera drink prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. Ke",Pitta
"Warm pear compote served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Stewed apples with cinnamon served warm with gentle spices and a touch of natural sweetness. Soft, moist, and supports smooth digestion—ideal for cool breezes or, it grounds restlessness, soothes dryness, and comforting",Vata
"Black pepper rasam made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Radish stir-fry made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Coconut curry prepared mild and cooling with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. K",Pitta
"Black pepper rasam made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Moong dal kadi served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Khichdi with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Pomegranate juice prepared mild and refreshing with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Saffron milk served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scattered",Vata
"Pear and cucumber salad prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"Baked pears with honey served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Mung bean sprout salad (mild) prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot",Pitta
"Golden milk served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scattered",Vata
"awakens appetite, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, Cabbage stir-fry made airy and lively with ginger, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Gre",Kapha
"moist, Baked pears with honey served warm with gentle spices and a touch of natural sweetness. Soft, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or",Vata
"Rice pudding with cardamom served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or b",Vata
"Mung soup with pepper made light and lively with ginger, and energizing, and lemon. Warming, dry, pepper, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Millet khichdi served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Pumpkin soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"and refreshing, fennel, or coconut. Light, sweet, Coconut chia pudding prepared mild and cooling with mint, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoon",Pitta
"Soft tofu scramble served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Cabbage stir-fry (mild) prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"Black pepper rasam made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Saffron milk served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, and supports smooth digestion—ideal for cool breezes or busy, soothes cold-dry feel, scattered",Vata
"Quinoa porridge served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatte",Vata
"Black tea with ginger made light and lively with ginger, pepper, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lemon. Warming",Kapha
"Spiced vegetable soup made airy and lively with ginger, dry, and lemon. Warming, pepper, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"awakens appetite, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, Chili-lime cucumber (light) made light and lively with ginger, and lifts sluggish moods—a bright pick‑me‑up for slow morn",Kapha
"Rice pudding with cardamom served warm with gentle spices and a touch of natural sweetness. Soft, moist, and supports smooth digestion—ideal for cool breezes or b, it grounds restlessness, soothes roughness, and comforting",Vata
"Bitter gourd stir-fry made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Coconut-lime lassi prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Honeydew smoothie prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Roasted pumpkin seeds made light and lively with ginger, pepper, awakens appetite, dry, and energizing, it cuts heaviness and dampness, and lemon. Warming, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"it grounds restlessness, moist, and comforting, Golden milk served warm with gentle spices and a touch of natural sweetness. Soft, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scattered",Vata
"Blueberry smoothie prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoo",Pitta
"Soft tofu scramble served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Roasted squash seeds made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. W",Kapha
"Sweet potato curry served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or bus",Vata
"Blueberry smoothie prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Chili-lime cucumber (unheavy) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mor",Kapha
"Black pepper rasam made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Gre",Kapha
"Spiced dal (non-oily) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Ajwain tea made light and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Feels",Kapha
"Zucchini soup prepared mild and refreshing with mint, sweet, or coconut. Light, fennel, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Saffron milk served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scattered",Vata
"Kitchari with mung dal served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Cucumber soup prepared mild and refreshing with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons",Pitta
"Mashed yams with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, , soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, it grounds restlessness",Vata
"or coconut. Light, fennel, Blueberry smoothie prepared mild and cooling with mint, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Coconut-lime lassi prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afte",Pitta
"Spiced carrot mash served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Millet upma (light-dry) made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Zucchini soup prepared mild and soothing-cool with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Rasam with cumin made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Boiled potatoes with mint prepared mild and soothing-cool with mint, fennel, or coconut. Light, perfect for hot afte, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to di",Pitta
"Black pepper rasam made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings",Kapha
"Khichdi with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Pear compote prepared mild and soothing-cool with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Masala oats (dry) made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Ginger tea with lemon made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Basmati rice with mint prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afte",Pitta
"Creamy polenta served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Coconut rice prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. Ke",Pitta
"Roasted pearl onions made light and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornin",Kapha
"Tahini soft-sweet rice served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Masala oats (dry) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Sprouted moong salad made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. W",Kapha
"Bitter gourd stir-fry made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Roasted fennel prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoon",Pitta
"Soft tofu scramble served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
