text,herb,benefits,label
vathada health benefits,vathada,"Almond is a highly nourishing nut that pacifies Vata, builds tissues, and supports brain health.",herb_benefits_vathada
therapeutic effects of vathada,vathada,"Almond is a highly nourishing nut that pacifies Vata, builds tissues, and supports brain health.",herb_benefits_vathada
benefits of vetasa,vetasa,"Salix caprea is an anti-inflammatory and analgesic herb, used in treating pain and burning sensations.",herb_benefits_vetasa
vetasa for shothahara,vetasa,vetasa is beneficial for shothahara,herb_benefits_shothahara
vetasa for dahashamana,vetasa,vetasa is beneficial for dahashamana,herb_benefits_dahashamana
what is vetasa used for,vetasa,"Salix caprea is an anti-inflammatory and analgesic herb, used in treating pain and burning sensations.",herb_benefits_vetasa
how to use vetasa,vetasa,"Salix caprea is an anti-inflammatory and analgesic herb, used in treating pain and burning sensations.",herb_benefits_vetasa
vetasa medicinal properties,vetasa,"Salix caprea is an anti-inflammatory and analgesic herb, used in treating pain and burning sensations.",herb_benefits_vetasa
vetasa health benefits,vetasa,"Salix caprea is an anti-inflammatory and analgesic herb, used in treating pain and burning sensations.",herb_benefits_vetasa
therapeutic effects of vetasa,vetasa,"Salix caprea is an anti-inflammatory and analgesic herb, used in treating pain and burning sensations.",herb_benefits_vetasa
benefits of yuthika,yuthika,"A species of Jasmine, Yuthika is a cooling herb used for skin diseases and pacifying Pitta.",herb_benefits_yuthika
yuthika for hridaya,yuthika,yuthika is beneficial for hridaya,herb_benefits_hridaya
yuthika for kushtaghna,yuthika,yuthika is beneficial for kushtaghna,herb_benefits_kushtaghna
what is yuthika used for,yuthika,"A species of Jasmine, Yuthika is a cooling herb used for skin diseases and pacifying Pitta.",herb_benefits_yuthika
how to use yuthika,yuthika,"A species of Jasmine, Yuthika is a cooling herb used for skin diseases and pacifying Pitta.",herb_benefits_yuthika
yuthika medicinal properties,yuthika,"A species of Jasmine, Yuthika is a cooling herb used for skin diseases and pacifying Pitta.",herb_benefits_yuthika
yuthika health benefits,yuthika,"A species of Jasmine, Yuthika is a cooling herb used for skin diseases and pacifying Pitta.",herb_benefits_yuthika
therapeutic effects of yuthika,yuthika,"A species of Jasmine, Yuthika is a cooling herb used for skin diseases and pacifying Pitta.",herb_benefits_yuthika
benefits of trivanga bhasma,trivanga bhasma,"A classical formulation of tin, lead, and zinc, used for diabetes and diseases of the urinary tract.",herb_benefits_trivanga_bhasma
trivanga bhasma for pramehaghna,trivanga bhasma,trivanga bhasma is beneficial for pramehaghna,herb_benefits_pramehaghna
trivanga bhasma for vrishya,trivanga bhasma,trivanga bhasma is beneficial for vrishya,herb_benefits_vrishya
what is trivanga bhasma used for,trivanga bhasma,"A classical formulation of tin, lead, and zinc, used for diabetes and diseases of the urinary tract.",herb_benefits_trivanga_bhasma
how to use trivanga bhasma,trivanga bhasma,"A classical formulation of tin, lead, and zinc, used for diabetes and diseases of the urinary tract.",herb_benefits_trivanga_bhasma
trivanga bhasma medicinal properties,trivanga bhasma,"A classical formulation of tin, lead, and zinc, used for diabetes and diseases of the urinary tract.",herb_benefits_trivanga_bhasma
trivanga bhasma health benefits,trivanga bhasma,"A classical formulation of tin, lead, and zinc, used for diabetes and diseases of the urinary tract.",herb_benefits_trivanga_bhasma
therapeutic effects of trivanga bhasma,trivanga bhasma,"A classical formulation of tin, lead, and zinc, used for diabetes and diseases of the urinary tract.",herb_benefits_trivanga_bhasma
benefits of nag bhasma,nag bhasma,"Purified lead ash used in minute doses for diabetes, skin diseases, and digestive issues.",herb_benefits_nag_bhasma
nag bhasma for pramehaghna,nag bhasma,nag bhasma is beneficial for pramehaghna,herb_benefits_pramehaghna
nag bhasma for grahi,nag bhasma,nag bhasma is beneficial for grahi,herb_benefits_grahi
what is nag bhasma used for,nag bhasma,"Purified lead ash used in minute doses for diabetes, skin diseases, and digestive issues.",herb_benefits_nag_bhasma
how to use nag bhasma,nag bhasma,"Purified lead ash used in minute doses for diabetes, skin diseases, and digestive issues.",herb_benefits_nag_bhasma
nag bhasma medicinal properties,nag bhasma,"Purified lead ash used in minute doses for diabetes, skin diseases, and digestive issues.",herb_benefits_nag_bhasma
nag bhasma health benefits,nag bhasma,"Purified lead ash used in minute doses for diabetes, skin diseases, and digestive issues.",herb_benefits_nag_bhasma
therapeutic effects of nag bhasma,nag bhasma,"Purified lead ash used in minute doses for diabetes, skin diseases, and digestive issues.",herb_benefits_nag_bhasma
benefits of mrigashringa bhasma,mrigashringa bhasma,"Ash from deer horn is specifically used for respiratory conditions like pneumonia, pleurisy, and chest pain.",herb_benefits_mrigashringa_bhasma
mrigashringa bhasma for hridaya,mrigashringa bhasma,mrigashringa bhasma is beneficial for hridaya,herb_benefits_hridaya
mrigashringa bhasma for kasahara,mrigashringa bhasma,mrigashringa bhasma is beneficial for kasahara,herb_benefits_kasahara
what is mrigashringa bhasma used for,mrigashringa bhasma,"Ash from deer horn is specifically used for respiratory conditions like pneumonia, pleurisy, and chest pain.",herb_benefits_mrigashringa_bhasma
how to use mrigashringa bhasma,mrigashringa bhasma,"Ash from deer horn is specifically used for respiratory conditions like pneumonia, pleurisy, and chest pain.",herb_benefits_mrigashringa_bhasma
mrigashringa bhasma medicinal properties,mrigashringa bhasma,"Ash from deer horn is specifically used for respiratory conditions like pneumonia, pleurisy, and chest pain.",herb_benefits_mrigashringa_bhasma
mrigashringa bhasma health benefits,mrigashringa bhasma,"Ash from deer horn is specifically used for respiratory conditions like pneumonia, pleurisy, and chest pain.",herb_benefits_mrigashringa_bhasma
therapeutic effects of mrigashringa bhasma,mrigashringa bhasma,"Ash from deer horn is specifically used for respiratory conditions like pneumonia, pleurisy, and chest pain.",herb_benefits_mrigashringa_bhasma
benefits of haratala bhasma,haratala bhasma,"Purified arsenic trisulphide is a potent medicine for skin diseases, cough, and fever, used with extreme caution.",herb_benefits_haratala_bhasma
haratala bhasma for kushtaghna,haratala bhasma,haratala bhasma is beneficial for kushtaghna,herb_benefits_kushtaghna
haratala bhasma for jwaraghna,haratala bhasma,haratala bhasma is beneficial for jwaraghna,herb_benefits_jwaraghna
what is haratala bhasma used for,haratala bhasma,"Purified arsenic trisulphide is a potent medicine for skin diseases, cough, and fever, used with extreme caution.",herb_benefits_haratala_bhasma
how to use haratala bhasma,haratala bhasma,"Purified arsenic trisulphide is a potent medicine for skin diseases, cough, and fever, used with extreme caution.",herb_benefits_haratala_bhasma
haratala bhasma medicinal properties,haratala bhasma,"Purified arsenic trisulphide is a potent medicine for skin diseases, cough, and fever, used with extreme caution.",herb_benefits_haratala_bhasma
haratala bhasma health benefits,haratala bhasma,"Purified arsenic trisulphide is a potent medicine for skin diseases, cough, and fever, used with extreme caution.",herb_benefits_haratala_bhasma
therapeutic effects of haratala bhasma,haratala bhasma,"Purified arsenic trisulphide is a potent medicine for skin diseases, cough, and fever, used with extreme caution.",herb_benefits_haratala_bhasma
benefits of manashila,manashila,"Purified arsenic disulphide, used for respiratory diseases, skin conditions, and as a rejuvenator.",herb_benefits_manashila
manashila for rasayan,manashila,manashila is beneficial for rasayan,herb_benefits_rasayan
manashila for kasahara,manashila,manashila is beneficial for kasahara,herb_benefits_kasahara
manashila for lekhana,manashila,manashila is beneficial for lekhana,herb_benefits_lekhana
what is manashila used for,manashila,"Purified arsenic disulphide, used for respiratory diseases, skin conditions, and as a rejuvenator.",herb_benefits_manashila
how to use manashila,manashila,"Purified arsenic disulphide, used for respiratory diseases, skin conditions, and as a rejuvenator.",herb_benefits_manashila
manashila medicinal properties,manashila,"Purified arsenic disulphide, used for respiratory diseases, skin conditions, and as a rejuvenator.",herb_benefits_manashila
manashila health benefits,manashila,"Purified arsenic disulphide, used for respiratory diseases, skin conditions, and as a rejuvenator.",herb_benefits_manashila
therapeutic effects of manashila,manashila,"Purified arsenic disulphide, used for respiratory diseases, skin conditions, and as a rejuvenator.",herb_benefits_manashila
benefits of tuttha,tuttha,Purified copper sulphate is used in minute doses as an emetic and for skin diseases.,herb_benefits_tuttha
tuttha for vamana,tuttha,tuttha is beneficial for vamana,herb_benefits_vamana
tuttha for lekhana,tuttha,tuttha is beneficial for lekhana,herb_benefits_lekhana
tuttha for kushtaghna,tuttha,tuttha is beneficial for kushtaghna,herb_benefits_kushtaghna
what is tuttha used for,tuttha,Purified copper sulphate is used in minute doses as an emetic and for skin diseases.,herb_benefits_tuttha
how to use tuttha,tuttha,Purified copper sulphate is used in minute doses as an emetic and for skin diseases.,herb_benefits_tuttha
tuttha medicinal properties,tuttha,Purified copper sulphate is used in minute doses as an emetic and for skin diseases.,herb_benefits_tuttha
tuttha health benefits,tuttha,Purified copper sulphate is used in minute doses as an emetic and for skin diseases.,herb_benefits_tuttha
therapeutic effects of tuttha,tuttha,Purified copper sulphate is used in minute doses as an emetic and for skin diseases.,herb_benefits_tuttha
benefits of agastya,agastya,Sesbania grandiflora flowers and leaves are used for their cooling properties and in treating night blindness.,herb_benefits_agastya
agastya for jwaraghna,agastya,agastya is beneficial for jwaraghna,herb_benefits_jwaraghna
agastya for chakshushya,agastya,agastya is beneficial for chakshushya,herb_benefits_chakshushya
what is agastya used for,agastya,Sesbania grandiflora flowers and leaves are used for their cooling properties and in treating night blindness.,herb_benefits_agastya
how to use agastya,agastya,Sesbania grandiflora flowers and leaves are used for their cooling properties and in treating night blindness.,herb_benefits_agastya
agastya medicinal properties,agastya,Sesbania grandiflora flowers and leaves are used for their cooling properties and in treating night blindness.,herb_benefits_agastya
agastya health benefits,agastya,Sesbania grandiflora flowers and leaves are used for their cooling properties and in treating night blindness.,herb_benefits_agastya
therapeutic effects of agastya,agastya,Sesbania grandiflora flowers and leaves are used for their cooling properties and in treating night blindness.,herb_benefits_agastya
benefits of amra haridra,amra haridra,Mango Ginger (Curcuma amada) looks like ginger but smells like raw mango. It is a carminative and appetizer.,herb_benefits_amra_haridra
amra haridra for deepana,amra haridra,amra haridra is beneficial for deepana,herb_benefits_deepana
amra haridra for pachana,amra haridra,amra haridra is beneficial for pachana,herb_benefits_pachana
what is amra haridra used for,amra haridra,Mango Ginger (Curcuma amada) looks like ginger but smells like raw mango. It is a carminative and appetizer.,herb_benefits_amra_haridra
how to use amra haridra,amra haridra,Mango Ginger (Curcuma amada) looks like ginger but smells like raw mango. It is a carminative and appetizer.,herb_benefits_amra_haridra
amra haridra medicinal properties,amra haridra,Mango Ginger (Curcuma amada) looks like ginger but smells like raw mango. It is a carminative and appetizer.,herb_benefits_amra_haridra
amra haridra health benefits,amra haridra,Mango Ginger (Curcuma amada) looks like ginger but smells like raw mango. It is a carminative and appetizer.,herb_benefits_amra_haridra
therapeutic effects of amra haridra,amra haridra,Mango Ginger (Curcuma amada) looks like ginger but smells like raw mango. It is a carminative and appetizer.,herb_benefits_amra_haridra
benefits of chavika,chavika,"Piper chaba, a relative of Pippali, is a potent digestive stimulant used to treat indigestion and abdominal pain.",herb_benefits_chavika
chavika for deepana,chavika,chavika is beneficial for deepana,herb_benefits_deepana
chavika for pachana,chavika,chavika is beneficial for pachana,herb_benefits_pachana
chavika for shoolaghna,chavika,chavika is beneficial for shoolaghna,herb_benefits_shoolaghna
what is chavika used for,chavika,"Piper chaba, a relative of Pippali, is a potent digestive stimulant used to treat indigestion and abdominal pain.",herb_benefits_chavika
how to use chavika,chavika,"Piper chaba, a relative of Pippali, is a potent digestive stimulant used to treat indigestion and abdominal pain.",herb_benefits_chavika
chavika medicinal properties,chavika,"Piper chaba, a relative of Pippali, is a potent digestive stimulant used to treat indigestion and abdominal pain.",herb_benefits_chavika
chavika health benefits,chavika,"Piper chaba, a relative of Pippali, is a potent digestive stimulant used to treat indigestion and abdominal pain.",herb_benefits_chavika
therapeutic effects of chavika,chavika,"Piper chaba, a relative of Pippali, is a potent digestive stimulant used to treat indigestion and abdominal pain.",herb_benefits_chavika
benefits of raktamoola,raktamoola,The red variety of Chitrak (Plumbago rosea) is a more potent digestive and metabolic stimulant.,herb_benefits_raktamoola
raktamoola for deepana,raktamoola,raktamoola is beneficial for deepana,herb_benefits_deepana
raktamoola for pachana,raktamoola,raktamoola is beneficial for pachana,herb_benefits_pachana
raktamoola for lekhana,raktamoola,raktamoola is beneficial for lekhana,herb_benefits_lekhana
what is raktamoola used for,raktamoola,The red variety of Chitrak (Plumbago rosea) is a more potent digestive and metabolic stimulant.,herb_benefits_raktamoola
how to use raktamoola,raktamoola,The red variety of Chitrak (Plumbago rosea) is a more potent digestive and metabolic stimulant.,herb_benefits_raktamoola
raktamoola medicinal properties,raktamoola,The red variety of Chitrak (Plumbago rosea) is a more potent digestive and metabolic stimulant.,herb_benefits_raktamoola
raktamoola health benefits,raktamoola,The red variety of Chitrak (Plumbago rosea) is a more potent digestive and metabolic stimulant.,herb_benefits_raktamoola
therapeutic effects of raktamoola,raktamoola,The red variety of Chitrak (Plumbago rosea) is a more potent digestive and metabolic stimulant.,herb_benefits_raktamoola
benefits of swarna bhasma,swarna bhasma,"The legendary ash of purified Gold, considered the ultimate rejuvenator (rasayana) for promoting longevity, immunity, and intellect.",herb_benefits_swarna_bhasma
swarna bhasma for rasayan,swarna bhasma,swarna bhasma is beneficial for rasayan,herb_benefits_rasayan
swarna bhasma for medhya,swarna bhasma,swarna bhasma is beneficial for medhya,herb_benefits_medhya
swarna bhasma for hridaya,swarna bhasma,swarna bhasma is beneficial for hridaya,herb_benefits_hridaya
swarna bhasma for vrishya,swarna bhasma,swarna bhasma is beneficial for vrishya,herb_benefits_vrishya
what is swarna bhasma used for,swarna bhasma,"The legendary ash of purified Gold, considered the ultimate rejuvenator (rasayana) for promoting longevity, immunity, and intellect.",herb_benefits_swarna_bhasma
how to use swarna bhasma,swarna bhasma,"The legendary ash of purified Gold, considered the ultimate rejuvenator (rasayana) for promoting longevity, immunity, and intellect.",herb_benefits_swarna_bhasma
swarna bhasma medicinal properties,swarna bhasma,"The legendary ash of purified Gold, considered the ultimate rejuvenator (rasayana) for promoting longevity, immunity, and intellect.",herb_benefits_swarna_bhasma
swarna bhasma health benefits,swarna bhasma,"The legendary ash of purified Gold, considered the ultimate rejuvenator (rasayana) for promoting longevity, immunity, and intellect.",herb_benefits_swarna_bhasma
therapeutic effects of swarna bhasma,swarna bhasma,"The legendary ash of purified Gold, considered the ultimate rejuvenator (rasayana) for promoting longevity, immunity, and intellect.",herb_benefits_swarna_bhasma
benefits of raupya bhasma,raupya bhasma,"Purified Silver ash is a powerful nervine tonic and cooling agent, used for neurological and Pitta-related disorders.",herb_benefits_raupya_bhasma
raupya bhasma for medhya,raupya bhasma,raupya bhasma is beneficial for medhya,herb_benefits_medhya
raupya bhasma for rasayan,raupya bhasma,raupya bhasma is beneficial for rasayan,herb_benefits_rasayan
raupya bhasma for balya,raupya bhasma,raupya bhasma is beneficial for balya,herb_benefits_balya
what is raupya bhasma used for,raupya bhasma,"Purified Silver ash is a powerful nervine tonic and cooling agent, used for neurological and Pitta-related disorders.",herb_benefits_raupya_bhasma
how to use raupya bhasma,raupya bhasma,"Purified Silver ash is a powerful nervine tonic and cooling agent, used for neurological and Pitta-related disorders.",herb_benefits_raupya_bhasma
raupya bhasma medicinal properties,raupya bhasma,"Purified Silver ash is a powerful nervine tonic and cooling agent, used for neurological and Pitta-related disorders.",herb_benefits_raupya_bhasma
raupya bhasma health benefits,raupya bhasma,"Purified Silver ash is a powerful nervine tonic and cooling agent, used for neurological and Pitta-related disorders.",herb_benefits_raupya_bhasma
therapeutic effects of raupya bhasma,raupya bhasma,"Purified Silver ash is a powerful nervine tonic and cooling agent, used for neurological and Pitta-related disorders.",herb_benefits_raupya_bhasma
benefits of kasis bhasma,kasis bhasma,"Purified Ferrous Sulfate ash is a potent hematinic, used to treat anemia and support liver and spleen health.",herb_benefits_kasis_bhasma
kasis bhasma for raktavardhak,kasis bhasma,kasis bhasma is beneficial for raktavardhak,herb_benefits_raktavardhak
kasis bhasma for yakrituttejaka,kasis bhasma,kasis bhasma is beneficial for yakrituttejaka,herb_benefits_yakrituttejaka
what is kasis bhasma used for,kasis bhasma,"Purified Ferrous Sulfate ash is a potent hematinic, used to treat anemia and support liver and spleen health.",herb_benefits_kasis_bhasma
how to use kasis bhasma,kasis bhasma,"Purified Ferrous Sulfate ash is a potent hematinic, used to treat anemia and support liver and spleen health.",herb_benefits_kasis_bhasma
kasis bhasma medicinal properties,kasis bhasma,"Purified Ferrous Sulfate ash is a potent hematinic, used to treat anemia and support liver and spleen health.",herb_benefits_kasis_bhasma
kasis bhasma health benefits,kasis bhasma,"Purified Ferrous Sulfate ash is a potent hematinic, used to treat anemia and support liver and spleen health.",herb_benefits_kasis_bhasma
therapeutic effects of kasis bhasma,kasis bhasma,"Purified Ferrous Sulfate ash is a potent hematinic, used to treat anemia and support liver and spleen health.",herb_benefits_kasis_bhasma
benefits of giloy satva,giloy satva,"A starch extract of Giloy, it is a highly concentrated immunomodulator and febrifuge, gentle on the stomach.",herb_benefits_giloy_satva
giloy satva for jwaraghna,giloy satva,giloy satva is beneficial for jwaraghna,herb_benefits_jwaraghna
giloy satva for rasayan,giloy satva,giloy satva is beneficial for rasayan,herb_benefits_rasayan
giloy satva for deepana,giloy satva,giloy satva is beneficial for deepana,herb_benefits_deepana
what is giloy satva used for,giloy satva,"A starch extract of Giloy, it is a highly concentrated immunomodulator and febrifuge, gentle on the stomach.",herb_benefits_giloy_satva
how to use giloy satva,giloy satva,"A starch extract of Giloy, it is a highly concentrated immunomodulator and febrifuge, gentle on the stomach.",herb_benefits_giloy_satva
giloy satva medicinal properties,giloy satva,"A starch extract of Giloy, it is a highly concentrated immunomodulator and febrifuge, gentle on the stomach.",herb_benefits_giloy_satva
giloy satva health benefits,giloy satva,"A starch extract of Giloy, it is a highly concentrated immunomodulator and febrifuge, gentle on the stomach.",herb_benefits_giloy_satva
therapeutic effects of giloy satva,giloy satva,"A starch extract of Giloy, it is a highly concentrated immunomodulator and febrifuge, gentle on the stomach.",herb_benefits_giloy_satva
benefits of amra beeja,amra beeja,"Mango seed is a powerful astringent, used to control diarrhea, dysentery, and bleeding disorders.",herb_benefits_amra_beeja
amra beeja for grahi,amra beeja,amra beeja is beneficial for grahi,herb_benefits_grahi
amra beeja for raktastambhana,amra beeja,amra beeja is beneficial for raktastambhana,herb_benefits_raktastambhana
what is amra beeja used for,amra beeja,"Mango seed is a powerful astringent, used to control diarrhea, dysentery, and bleeding disorders.",herb_benefits_amra_beeja
how to use amra beeja,amra beeja,"Mango seed is a powerful astringent, used to control diarrhea, dysentery, and bleeding disorders.",herb_benefits_amra_beeja
amra beeja medicinal properties,amra beeja,"Mango seed is a powerful astringent, used to control diarrhea, dysentery, and bleeding disorders.",herb_benefits_amra_beeja
amra beeja health benefits,amra beeja,"Mango seed is a powerful astringent, used to control diarrhea, dysentery, and bleeding disorders.",herb_benefits_amra_beeja
therapeutic effects of amra beeja,amra beeja,"Mango seed is a powerful astringent, used to control diarrhea, dysentery, and bleeding disorders.",herb_benefits_amra_beeja
benefits of jambu beeja,jambu beeja,The seed of Jamun fruit is a specific remedy for managing diabetes and has strong astringent properties.,herb_benefits_jambu_beeja
jambu beeja for pramehaghna,jambu beeja,jambu beeja is beneficial for pramehaghna,herb_benefits_pramehaghna
jambu beeja for grahi,jambu beeja,jambu beeja is beneficial for grahi,herb_benefits_grahi
what is jambu beeja used for,jambu beeja,The seed of Jamun fruit is a specific remedy for managing diabetes and has strong astringent properties.,herb_benefits_jambu_beeja
how to use jambu beeja,jambu beeja,The seed of Jamun fruit is a specific remedy for managing diabetes and has strong astringent properties.,herb_benefits_jambu_beeja
jambu beeja medicinal properties,jambu beeja,The seed of Jamun fruit is a specific remedy for managing diabetes and has strong astringent properties.,herb_benefits_jambu_beeja
jambu beeja health benefits,jambu beeja,The seed of Jamun fruit is a specific remedy for managing diabetes and has strong astringent properties.,herb_benefits_jambu_beeja
therapeutic effects of jambu beeja,jambu beeja,The seed of Jamun fruit is a specific remedy for managing diabetes and has strong astringent properties.,herb_benefits_jambu_beeja
benefits of dadima twak,dadima twak,"Pomegranate rind is a potent astringent used for treating diarrhea, dysentery, and intestinal parasites.",herb_benefits_dadima_twak
dadima twak for grahi,dadima twak,dadima twak is beneficial for grahi,herb_benefits_grahi
dadima twak for krimighna,dadima twak,dadima twak is beneficial for krimighna,herb_benefits_krimighna
what is dadima twak used for,dadima twak,"Pomegranate rind is a potent astringent used for treating diarrhea, dysentery, and intestinal parasites.",herb_benefits_dadima_twak
how to use dadima twak,dadima twak,"Pomegranate rind is a potent astringent used for treating diarrhea, dysentery, and intestinal parasites.",herb_benefits_dadima_twak
dadima twak medicinal properties,dadima twak,"Pomegranate rind is a potent astringent used for treating diarrhea, dysentery, and intestinal parasites.",herb_benefits_dadima_twak
dadima twak health benefits,dadima twak,"Pomegranate rind is a potent astringent used for treating diarrhea, dysentery, and intestinal parasites.",herb_benefits_dadima_twak
therapeutic effects of dadima twak,dadima twak,"Pomegranate rind is a potent astringent used for treating diarrhea, dysentery, and intestinal parasites.",herb_benefits_dadima_twak
benefits of nimba patra,nimba patra,"Neem leaf is a premier blood purifier and anti-bacterial herb, used for skin diseases, fever, and dental health.",herb_benefits_nimba_patra
nimba patra for kushtaghna,nimba patra,nimba patra is beneficial for kushtaghna,herb_benefits_kushtaghna
nimba patra for jwaraghna,nimba patra,nimba patra is beneficial for jwaraghna,herb_benefits_jwaraghna
nimba patra for raktashodhak,nimba patra,nimba patra is beneficial for raktashodhak,herb_benefits_raktashodhak
what is nimba patra used for,nimba patra,"Neem leaf is a premier blood purifier and anti-bacterial herb, used for skin diseases, fever, and dental health.",herb_benefits_nimba_patra
how to use nimba patra,nimba patra,"Neem leaf is a premier blood purifier and anti-bacterial herb, used for skin diseases, fever, and dental health.",herb_benefits_nimba_patra
nimba patra medicinal properties,nimba patra,"Neem leaf is a premier blood purifier and anti-bacterial herb, used for skin diseases, fever, and dental health.",herb_benefits_nimba_patra
nimba patra health benefits,nimba patra,"Neem leaf is a premier blood purifier and anti-bacterial herb, used for skin diseases, fever, and dental health.",herb_benefits_nimba_patra
therapeutic effects of nimba patra,nimba patra,"Neem leaf is a premier blood purifier and anti-bacterial herb, used for skin diseases, fever, and dental health.",herb_benefits_nimba_patra
benefits of bilva majja,bilva majja,"The pulp of unripe Bael fruit is a powerful astringent for chronic diarrhea, while ripe fruit pulp is a laxative.",herb_benefits_bilva_majja
bilva majja for grahi,bilva majja,bilva majja is beneficial for grahi,herb_benefits_grahi
bilva majja for deepana,bilva majja,bilva majja is beneficial for deepana,herb_benefits_deepana
bilva majja for pachana,bilva majja,bilva majja is beneficial for pachana,herb_benefits_pachana
what is bilva majja used for,bilva majja,"The pulp of unripe Bael fruit is a powerful astringent for chronic diarrhea, while ripe fruit pulp is a laxative.",herb_benefits_bilva_majja
how to use bilva majja,bilva majja,"The pulp of unripe Bael fruit is a powerful astringent for chronic diarrhea, while ripe fruit pulp is a laxative.",herb_benefits_bilva_majja
bilva majja medicinal properties,bilva majja,"The pulp of unripe Bael fruit is a powerful astringent for chronic diarrhea, while ripe fruit pulp is a laxative.",herb_benefits_bilva_majja
bilva majja health benefits,bilva majja,"The pulp of unripe Bael fruit is a powerful astringent for chronic diarrhea, while ripe fruit pulp is a laxative.",herb_benefits_bilva_majja
therapeutic effects of bilva majja,bilva majja,"The pulp of unripe Bael fruit is a powerful astringent for chronic diarrhea, while ripe fruit pulp is a laxative.",herb_benefits_bilva_majja
benefits of mudgaparni,mudgaparni,"Vigna trilobata is a cooling, strengthening herb, considered a rejuvenative (rasayana) and aphrodisiac.",herb_benefits_mudgaparni
mudgaparni for jivaniya,mudgaparni,mudgaparni is beneficial for jivaniya,herb_benefits_jivaniya
mudgaparni for vrishya,mudgaparni,mudgaparni is beneficial for vrishya,herb_benefits_vrishya
mudgaparni for chakshushya,mudgaparni,mudgaparni is beneficial for chakshushya,herb_benefits_chakshushya
what is mudgaparni used for,mudgaparni,"Vigna trilobata is a cooling, strengthening herb, considered a rejuvenative (rasayana) and aphrodisiac.",herb_benefits_mudgaparni
how to use mudgaparni,mudgaparni,"Vigna trilobata is a cooling, strengthening herb, considered a rejuvenative (rasayana) and aphrodisiac.",herb_benefits_mudgaparni
mudgaparni medicinal properties,mudgaparni,"Vigna trilobata is a cooling, strengthening herb, considered a rejuvenative (rasayana) and aphrodisiac.",herb_benefits_mudgaparni
mudgaparni health benefits,mudgaparni,"Vigna trilobata is a cooling, strengthening herb, considered a rejuvenative (rasayana) and aphrodisiac.",herb_benefits_mudgaparni
therapeutic effects of mudgaparni,mudgaparni,"Vigna trilobata is a cooling, strengthening herb, considered a rejuvenative (rasayana) and aphrodisiac.",herb_benefits_mudgaparni
benefits of mashaparni,mashaparni,"Teramnus labialis is a nutritive tonic used for building tissues, improving strength, and calming the nerves.",herb_benefits_mashaparni
mashaparni for brimhaniya,mashaparni,mashaparni is beneficial for brimhaniya,herb_benefits_brimhaniya
mashaparni for balya,mashaparni,mashaparni is beneficial for balya,herb_benefits_balya
mashaparni for shukrala,mashaparni,mashaparni is beneficial for shukrala,herb_benefits_shukrala
what is mashaparni used for,mashaparni,"Teramnus labialis is a nutritive tonic used for building tissues, improving strength, and calming the nerves.",herb_benefits_mashaparni
how to use mashaparni,mashaparni,"Teramnus labialis is a nutritive tonic used for building tissues, improving strength, and calming the nerves.",herb_benefits_mashaparni
mashaparni medicinal properties,mashaparni,"Teramnus labialis is a nutritive tonic used for building tissues, improving strength, and calming the nerves.",herb_benefits_mashaparni
mashaparni health benefits,mashaparni,"Teramnus labialis is a nutritive tonic used for building tissues, improving strength, and calming the nerves.",herb_benefits_mashaparni
therapeutic effects of mashaparni,mashaparni,"Teramnus labialis is a nutritive tonic used for building tissues, improving strength, and calming the nerves.",herb_benefits_mashaparni
benefits of nili,nili,"Indigofera tinctoria (Indigo) is used for promoting hair growth, treating liver disorders, and as an anti-toxic.",herb_benefits_nili
nili for keshya,nili,nili is beneficial for keshya,herb_benefits_keshya
nili for vishaghna,nili,nili is beneficial for vishaghna,herb_benefits_vishaghna
nili for yakrituttejaka,nili,nili is beneficial for yakrituttejaka,herb_benefits_yakrituttejaka
what is nili used for,nili,"Indigofera tinctoria (Indigo) is used for promoting hair growth, treating liver disorders, and as an anti-toxic.",herb_benefits_nili
how to use nili,nili,"Indigofera tinctoria (Indigo) is used for promoting hair growth, treating liver disorders, and as an anti-toxic.",herb_benefits_nili
nili medicinal properties,nili,"Indigofera tinctoria (Indigo) is used for promoting hair growth, treating liver disorders, and as an anti-toxic.",herb_benefits_nili
nili health benefits,nili,"Indigofera tinctoria (Indigo) is used for promoting hair growth, treating liver disorders, and as an anti-toxic.",herb_benefits_nili
therapeutic effects of nili,nili,"Indigofera tinctoria (Indigo) is used for promoting hair growth, treating liver disorders, and as an anti-toxic.",herb_benefits_nili
benefits of vrihi,vrihi,"Rice is considered nourishing, strength-promoting, and easy to digest, forming the staple of an Ayurvedic diet.",herb_benefits_vrihi
vrihi for brimhaniya,vrihi,vrihi is beneficial for brimhaniya,herb_benefits_brimhaniya
vrihi for balya,vrihi,vrihi is beneficial for balya,herb_benefits_balya
vrihi for mutrala,vrihi,vrihi is beneficial for mutrala,herb_benefits_mutrala
what is vrihi used for,vrihi,"Rice is considered nourishing, strength-promoting, and easy to digest, forming the staple of an Ayurvedic diet.",herb_benefits_vrihi
how to use vrihi,vrihi,"Rice is considered nourishing, strength-promoting, and easy to digest, forming the staple of an Ayurvedic diet.",herb_benefits_vrihi
vrihi medicinal properties,vrihi,"Rice is considered nourishing, strength-promoting, and easy to digest, forming the staple of an Ayurvedic diet.",herb_benefits_vrihi
vrihi health benefits,vrihi,"Rice is considered nourishing, strength-promoting, and easy to digest, forming the staple of an Ayurvedic diet.",herb_benefits_vrihi
